FindWindowExW@USER32.DLL,LdrGetDllHandle@NTDLL.DLL,NtAdjustPrivilegesToken@NTDLL.DLL,NtAlertThread@NTDLL.DLL,NtAllocateVirtualMemory@NTDLL.DLL,NtAlpcSendWaitReceivePort@NTDLL.DLL,NtConnectPort@NTDLL.DLL,NtCreateEvent@NTDLL.DLL,NtCreateFile@NTDLL.DLL,NtCreateKey@NTDLL.DLL,NtCreateKeyEx@NTDLL.DLL,NtCreateMutant@NTDLL.DLL,NtCreateSection@NTDLL.DLL,NtCreateThreadEx@NTDLL.DLL,NtCreateUserProcess@NTDLL.DLL,NtDelayExecution@NTDLL.DLL,NtDeleteValueKey@NTDLL.DLL,NtDeviceIoControlFile@NTDLL.DLL,NtEnumerateKey@NTDLL.DLL,NtEnumerateValueKey@NTDLL.DLL,NtFsControlFile@NTDLL.DLL,NtGetContextThread@NTDLL.DLL,NtMapViewOfSection@NTDLL.DLL,NtNotifyChangeKey@NTDLL.DLL,NtOpenDirectoryObject@NTDLL.DLL,NtOpenEvent@NTDLL.DLL,NtOpenFile@NTDLL.DLL,NtOpenKey@NTDLL.DLL,NtOpenKeyEx@NTDLL.DLL,NtOpenMutant@NTDLL.DLL,NtOpenProcess@NTDLL.DLL,NtOpenProcessToken@NTDLL.DLL,NtOpenSection@NTDLL.DLL,NtOpenThreadToken@NTDLL.DLL,NtProtectVirtualMemory@NTDLL.DLL,NtQueryAttributesFile@NTDLL.DLL,NtQueryDefaultLocale@NTDLL.DLL,NtQueryDirectoryFile@NTDLL.DLL,NtQueryInformationFile@NTDLL.DLL,NtQueryInformationProcess@NTDLL.DLL,NtQueryInformationToken@NTDLL.DLL,NtQueryKey@NTDLL.DLL,NtQueryObject@NTDLL.DLL,NtQuerySystemInformation@NTDLL.DLL,NtQueryValueKey@NTDLL.DLL,NtQueryVirtualMemory@NTDLL.DLL,NtQueryVolumeInformationFile@NTDLL.DLL,NtReadFile@NTDLL.DLL,NtReadVirtualMemory@NTDLL.DLL,NtRequestWaitReplyPort@NTDLL.DLL,NtResumeThread@NTDLL.DLL,NtSetContextThread@NTDLL.DLL,NtSetInformationFile@NTDLL.DLL,NtSetInformationKey@NTDLL.DLL,NtSetInformationProcess@NTDLL.DLL,NtSetInformationThread@NTDLL.DLL,NtSetSecurityObject@NTDLL.DLL,NtSetValueKey@NTDLL.DLL,NtTerminateProcess@NTDLL.DLL,NtTerminateThread@NTDLL.DLL,NtUnmapViewOfSection@NTDLL.DLL,NtWaitForMultipleObjects@NTDLL.DLL,NtWriteFile@NTDLL.DLL,NtWriteVirtualMemory@NTDLL.DLL,NtYieldExecution@NTDLL.DLL,OpenSCManager@ADVAPI32.DLL,OpenServiceW@ADVAPI32.DLL,SetWindowsHookEx@USER32.DLL,Class
0,0,1,0,54,0,0,22,0,0,0,1,0,0,0,0,0,0,0,0,389,0,28,0,3,0,1,10,0,0,0,2,0,0,0,2,0,0,0,207,0,0,0,0,9,9,0,0,0,0,0,0,0,0,323,0,0,0,0,0,5,0,0,4,0,0,0,0,Cryptowall 
0,0,1,0,6,0,1,0,0,0,0,0,5,0,1,20,0,0,0,0,324,0,12,0,0,0,11,0,2,0,3,3,24,0,56,17,0,0,0,35,0,0,0,7,5,1,2,1,0,2,0,0,0,1,690,3,0,0,0,0,1,0,0,9,0,0,0,0,Cryptowall 
0,0,1,0,12,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,152,0,33,0,3,0,8,16,2,0,1,2,0,0,0,7,0,0,0,50,2,0,11,10,5,0,1,0,0,2,0,0,0,0,63,0,0,0,0,0,0,0,0,3,0,0,0,0,Cryptowall 
0,0,1,0,27,0,0,269,0,0,0,0,14,0,0,22,0,0,0,0,112,0,0,0,4,0,7,0,3,0,2,1,14,0,65,19,0,0,0,29,3,0,15,0,9,0,2,0,0,1,0,0,0,0,245,1,0,0,0,0,2,0,0,0,0,0,0,0,Cryptowall 
0,0,1,0,0,0,2,0,0,0,0,0,7,0,1,0,0,0,0,0,368,0,0,0,2,0,16,10,2,0,1,1,23,0,23,6,0,0,0,2,4,0,22,7,8,10,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Cryptowall 
11,0,0,0,16,4,0,2,1,0,0,0,9,2,0,535,0,0,6,66,0,0,6,0,0,2,44,0,69,1,0,5,6,5,6,12,4,0,52,44,4,3,0,4,68,0,1,1,0,4,2,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,Cryptowall 
10,0,180,1,0,0,1,0,0,0,0,0,40,0,0,0,0,0,20,91,0,0,0,0,0,0,135,0,58,0,0,154,46,0,116,0,0,0,156,0,3,0,0,18,152,13,0,17,0,71,13,0,2,0,9,16,2,0,0,0,0,0,1,0,0,0,0,0,Cryptowall 
0,0,154,3,31,232,3,0,8,0,0,13,0,0,0,341,0,0,49,0,2,0,0,0,3,0,0,0,0,1,19,144,0,18,88,148,0,0,0,159,0,93,0,0,0,23,8,0,16,33,0,0,2,0,0,0,1,0,0,0,70,0,0,0,0,0,0,0,Cryptowall 
8,0,14,0,77,182,0,7,0,0,0,0,35,35,0,0,0,8,35,0,0,0,69,0,0,5,108,0,0,1,0,59,47,0,76,0,49,0,0,183,13,20,0,99,0,9,9,38,39,31,60,0,0,0,0,16,2,0,0,1,61,10,0,0,0,0,0,0,Cryptowall 
0,0,111,0,134,241,0,51,1,0,0,15,34,16,0,295,0,25,17,92,0,0,15,0,0,5,0,0,430,0,31,152,3,41,0,38,38,0,0,137,24,129,0,88,281,17,9,2,11,69,70,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Cryptowall 
1,0,0,2,137,0,1,11,7,0,0,1,44,0,0,111,0,0,0,8,2,0,20,0,0,2,143,0,0,0,0,5,38,0,0,0,108,0,18,38,8,252,0,0,0,56,7,21,6,0,0,0,2,0,0,11,1,0,0,0,13,14,30,0,0,0,0,0,Cryptowall 
0,0,0,1,46,60,0,51,0,0,0,0,43,0,0,9,0,0,1,35,2,0,106,0,0,2,0,0,0,0,0,39,0,0,2,68,126,0,0,0,44,210,0,0,348,33,0,46,0,76,60,0,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,Cryptowall 
0,0,0,0,121,0,0,55,1,0,0,1,0,7,0,51,0,0,0,1,0,0,13,0,0,1,81,0,89,0,0,0,0,0,36,0,0,0,93,0,0,0,0,0,158,0,0,274,0,9,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,146,0,0,53,1,0,0,2,0,7,0,47,0,0,0,1,0,0,17,0,0,1,70,0,76,0,0,0,0,0,50,0,0,0,68,0,0,0,0,0,141,0,0,302,0,10,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,139,0,0,45,1,0,0,1,0,7,0,45,0,0,0,1,0,0,18,0,0,0,62,0,92,0,0,0,0,0,35,0,0,0,77,0,0,0,0,0,161,0,0,298,0,10,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,126,0,0,42,1,0,0,2,0,7,0,49,0,0,0,1,0,0,23,0,0,0,43,0,66,0,0,0,0,0,38,0,0,0,63,0,0,0,0,0,130,0,0,295,0,8,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,171,0,0,56,1,0,0,3,0,7,0,39,0,0,0,1,0,0,10,0,0,2,99,0,70,0,0,0,0,0,41,0,0,0,86,0,0,0,0,0,184,0,0,326,0,8,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,103,0,0,37,1,0,0,1,0,7,0,51,0,0,0,1,0,0,16,0,0,0,64,0,61,0,0,0,0,0,31,0,0,0,104,0,0,0,0,0,152,0,0,267,0,9,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,104,0,0,66,1,0,0,1,0,7,0,49,0,0,0,1,0,0,16,0,0,1,44,0,88,0,0,0,0,0,60,0,0,0,79,0,0,0,0,0,161,0,0,300,0,10,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,109,0,0,61,1,0,0,0,0,7,0,48,0,0,0,1,0,0,14,0,0,0,78,0,81,0,0,0,0,0,25,0,0,0,48,0,0,0,0,0,145,0,0,306,0,11,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,141,0,0,54,1,0,0,0,0,7,0,43,0,0,0,1,0,0,17,0,0,1,67,0,96,0,0,0,0,0,40,0,0,0,51,0,0,0,0,0,132,0,0,284,0,9,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,131,0,0,63,1,0,0,3,0,7,0,55,0,0,0,1,0,0,11,0,0,1,72,0,101,0,0,0,0,0,53,0,0,0,76,0,0,0,0,0,181,0,0,259,0,10,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,151,0,0,66,1,0,0,1,0,7,0,52,0,0,0,1,0,0,13,0,0,1,79,0,108,0,0,0,0,0,44,0,0,0,93,0,0,0,0,0,158,0,0,259,0,11,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,145,0,0,57,1,0,0,1,0,7,0,53,0,0,0,1,0,0,13,0,0,0,62,0,69,0,0,0,0,0,20,0,0,0,108,0,0,0,0,0,144,0,0,277,0,9,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,149,0,0,65,1,0,0,0,0,7,0,55,0,0,0,1,0,0,12,0,0,0,43,0,73,0,0,0,0,0,36,0,0,0,81,0,0,0,0,0,135,0,0,249,0,8,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,155,0,0,36,1,0,0,2,0,7,0,46,0,0,0,1,0,0,21,0,0,0,52,0,111,0,0,0,0,0,57,0,0,0,64,0,0,0,0,0,152,0,0,325,0,9,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,165,0,0,51,1,0,0,1,0,7,0,49,0,0,0,1,0,0,12,0,0,0,97,0,110,0,0,0,0,0,24,0,0,0,50,0,0,0,0,0,166,0,0,258,0,9,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,129,0,0,52,1,0,0,0,0,7,0,48,0,0,0,1,0,0,20,0,0,0,72,0,87,0,0,0,0,0,47,0,0,0,109,0,0,0,0,0,134,0,0,258,0,8,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,124,0,0,39,1,0,0,3,0,7,0,54,0,0,0,1,0,0,21,0,0,0,50,0,67,0,0,0,0,0,63,0,0,0,45,0,0,0,0,0,156,0,0,297,0,8,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,167,0,0,64,1,0,0,1,0,7,0,56,0,0,0,1,0,0,19,0,0,0,70,0,97,0,0,0,0,0,33,0,0,0,84,0,0,0,0,0,182,0,0,275,0,10,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,135,0,0,62,1,0,0,3,0,7,0,45,0,0,0,1,0,0,16,0,0,0,86,0,97,0,0,0,0,0,48,0,0,0,55,0,0,0,0,0,168,0,0,270,0,11,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,143,0,0,57,1,0,0,0,0,7,0,39,0,0,0,1,0,0,20,0,0,2,94,0,80,0,0,0,0,0,21,0,0,0,62,0,0,0,0,0,136,0,0,247,0,10,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,173,0,0,50,1,0,0,3,0,7,0,40,0,0,0,1,0,0,11,0,0,0,97,0,107,0,0,0,0,0,30,0,0,0,98,0,0,0,0,0,147,0,0,274,0,9,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,171,0,0,58,1,0,0,2,0,7,0,49,0,0,0,1,0,0,22,0,0,0,62,0,77,0,0,0,0,0,20,0,0,0,45,0,0,0,0,0,163,0,0,255,0,11,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,141,0,0,62,1,0,0,2,0,7,0,50,0,0,0,1,0,0,14,0,0,1,97,0,111,0,0,0,0,0,52,0,0,0,78,0,0,0,0,0,136,0,0,284,0,9,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,150,0,0,38,1,0,0,0,0,7,0,52,0,0,0,1,0,0,13,0,0,1,78,0,102,0,0,0,0,0,17,0,0,0,104,0,0,0,0,0,157,0,0,297,0,9,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,130,0,0,45,1,0,0,0,0,7,0,42,0,0,0,1,0,0,18,0,0,0,52,0,81,0,0,0,0,0,65,0,0,0,73,0,0,0,0,0,131,0,0,279,0,10,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,174,0,0,41,1,0,0,0,0,7,0,47,0,0,0,1,0,0,19,0,0,2,86,0,73,0,0,0,0,0,55,0,0,0,111,0,0,0,0,0,139,0,0,257,0,9,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,109,0,0,62,1,0,0,3,0,7,0,55,0,0,0,1,0,0,19,0,0,1,54,0,83,0,0,0,0,0,24,0,0,0,59,0,0,0,0,0,174,0,0,314,0,11,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,163,0,0,65,1,0,0,2,0,7,0,45,0,0,0,1,0,0,9,0,0,2,92,0,100,0,0,0,0,0,23,0,0,0,55,0,0,0,0,0,145,0,0,260,0,11,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,125,0,0,41,1,0,0,0,0,7,0,48,0,0,0,1,0,0,16,0,0,2,96,0,98,0,0,0,0,0,18,0,0,0,51,0,0,0,0,0,135,0,0,288,0,10,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,145,0,0,50,1,0,0,2,0,7,0,39,0,0,0,1,0,0,21,0,0,0,53,0,72,0,0,0,0,0,61,0,0,0,96,0,0,0,0,0,145,0,0,260,0,11,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,109,0,0,38,1,0,0,0,0,7,0,44,0,0,0,1,0,0,23,0,0,0,69,0,78,0,0,0,0,0,59,0,0,0,96,0,0,0,0,0,164,0,0,302,0,8,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,151,0,0,38,1,0,0,0,0,7,0,44,0,0,0,1,0,0,14,0,0,2,72,0,87,0,0,0,0,0,26,0,0,0,66,0,0,0,0,0,169,0,0,287,0,10,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,134,0,0,65,1,0,0,2,0,7,0,45,0,0,0,1,0,0,19,0,0,1,59,0,107,0,0,0,0,0,55,0,0,0,95,0,0,0,0,0,126,0,0,334,0,9,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,121,0,0,45,1,0,0,0,0,7,0,47,0,0,0,1,0,0,22,0,0,0,58,0,86,0,0,0,0,0,49,0,0,0,96,0,0,0,0,0,181,0,0,272,0,9,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,152,0,0,66,1,0,0,2,0,7,0,44,0,0,0,1,0,0,13,0,0,0,92,0,87,0,0,0,0,0,25,0,0,0,55,0,0,0,0,0,171,0,0,274,0,8,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,173,0,0,53,1,0,0,0,0,7,0,50,0,0,0,1,0,0,20,0,0,2,68,0,68,0,0,0,0,0,38,0,0,0,48,0,0,0,0,0,140,0,0,288,0,8,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,146,0,0,43,1,0,0,1,0,7,0,52,0,0,0,1,0,0,20,0,0,2,46,0,61,0,0,0,0,0,54,0,0,0,72,0,0,0,0,0,131,0,0,279,0,11,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,98,0,0,37,1,0,0,2,0,7,0,52,0,0,0,1,0,0,16,0,0,0,96,0,69,0,0,0,0,0,65,0,0,0,50,0,0,0,0,0,136,0,0,311,0,9,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,158,0,0,56,1,0,0,3,0,7,0,42,0,0,0,1,0,0,19,0,0,0,83,0,74,0,0,0,0,0,57,0,0,0,114,0,0,0,0,0,157,0,0,247,0,11,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,140,0,0,56,1,0,0,2,0,7,0,48,0,0,0,1,0,0,20,0,0,2,43,0,75,0,0,0,0,0,61,0,0,0,83,0,0,0,0,0,160,0,0,331,0,8,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,112,0,0,38,1,0,0,3,0,7,0,48,0,0,0,1,0,0,16,0,0,1,54,0,62,0,0,0,0,0,59,0,0,0,76,0,0,0,0,0,143,0,0,315,0,8,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,148,0,0,40,1,0,0,3,0,7,0,43,0,0,0,1,0,0,19,0,0,2,92,0,106,0,0,0,0,0,65,0,0,0,94,0,0,0,0,0,138,0,0,289,0,10,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,172,0,0,47,1,0,0,1,0,7,0,44,0,0,0,1,0,0,17,0,0,0,69,0,97,0,0,0,0,0,17,0,0,0,103,0,0,0,0,0,140,0,0,309,0,11,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,113,0,0,54,1,0,0,3,0,7,0,48,0,0,0,1,0,0,13,0,0,0,63,0,84,0,0,0,0,0,40,0,0,0,117,0,0,0,0,0,129,0,0,311,0,10,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,161,0,0,64,1,0,0,3,0,7,0,54,0,0,0,1,0,0,19,0,0,2,96,0,78,0,0,0,0,0,50,0,0,0,44,0,0,0,0,0,135,0,0,271,0,10,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,158,0,0,40,1,0,0,2,0,7,0,41,0,0,0,1,0,0,23,0,0,2,69,0,74,0,0,0,0,0,51,0,0,0,95,0,0,0,0,0,165,0,0,258,0,11,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,165,0,0,53,1,0,0,3,0,7,0,41,0,0,0,1,0,0,19,0,0,2,52,0,75,0,0,0,0,0,63,0,0,0,80,0,0,0,0,0,180,0,0,248,0,9,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,101,0,0,62,1,0,0,2,0,7,0,40,0,0,0,1,0,0,23,0,0,0,86,0,69,0,0,0,0,0,64,0,0,0,59,0,0,0,0,0,138,0,0,272,0,11,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,142,0,0,40,1,0,0,3,0,7,0,47,0,0,0,1,0,0,12,0,0,1,97,0,106,0,0,0,0,0,23,0,0,0,79,0,0,0,0,0,152,0,0,303,0,8,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,152,0,0,64,1,0,0,3,0,7,0,46,0,0,0,1,0,0,15,0,0,0,45,0,90,0,0,0,0,0,57,0,0,0,57,0,0,0,0,0,122,0,0,265,0,11,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,160,0,0,45,1,0,0,0,0,7,0,46,0,0,0,1,0,0,16,0,0,2,47,0,94,0,0,0,0,0,58,0,0,0,69,0,0,0,0,0,131,0,0,286,0,8,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,109,0,0,48,1,0,0,2,0,7,0,51,0,0,0,1,0,0,12,0,0,0,78,0,93,0,0,0,0,0,44,0,0,0,42,0,0,0,0,0,153,0,0,280,0,8,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,99,0,0,51,1,0,0,2,0,7,0,39,0,0,0,1,0,0,19,0,0,0,86,0,62,0,0,0,0,0,53,0,0,0,64,0,0,0,0,0,140,0,0,317,0,8,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,134,0,0,63,1,0,0,0,0,7,0,49,0,0,0,1,0,0,18,0,0,1,94,0,82,0,0,0,0,0,33,0,0,0,109,0,0,0,0,0,145,0,0,264,0,9,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,128,0,0,54,1,0,0,1,0,7,0,43,0,0,0,1,0,0,23,0,0,0,65,0,70,0,0,0,0,0,65,0,0,0,77,0,0,0,0,0,170,0,0,280,0,10,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,172,0,0,65,1,0,0,2,0,7,0,40,0,0,0,1,0,0,18,0,0,0,76,0,94,0,0,0,0,0,40,0,0,0,101,0,0,0,0,0,144,0,0,320,0,8,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,117,0,0,37,1,0,0,2,0,7,0,47,0,0,0,1,0,0,22,0,0,0,92,0,75,0,0,0,0,0,52,0,0,0,110,0,0,0,0,0,179,0,0,309,0,8,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,143,0,0,53,1,0,0,0,0,7,0,53,0,0,0,1,0,0,21,0,0,1,82,0,102,0,0,0,0,0,17,0,0,0,55,0,0,0,0,0,136,0,0,302,0,10,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,135,0,0,40,1,0,0,2,0,7,0,46,0,0,0,1,0,0,15,0,0,0,99,0,88,0,0,0,0,0,47,0,0,0,85,0,0,0,0,0,182,0,0,297,0,10,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,97,0,0,62,1,0,0,0,0,7,0,56,0,0,0,1,0,0,11,0,0,0,89,0,90,0,0,0,0,0,16,0,0,0,89,0,0,0,0,0,161,0,0,334,0,8,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,163,0,0,60,1,0,0,3,0,7,0,45,0,0,0,1,0,0,14,0,0,0,77,0,78,0,0,0,0,0,45,0,0,0,49,0,0,0,0,0,122,0,0,255,0,11,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,115,0,0,54,1,0,0,1,0,7,0,44,0,0,0,1,0,0,12,0,0,2,98,0,79,0,0,0,0,0,41,0,0,0,66,0,0,0,0,0,161,0,0,311,0,10,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,121,0,0,45,1,0,0,0,0,7,0,55,0,0,0,1,0,0,11,0,0,0,70,0,111,0,0,0,0,0,63,0,0,0,108,0,0,0,0,0,136,0,0,260,0,8,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,140,0,0,63,1,0,0,3,0,7,0,49,0,0,0,1,0,0,15,0,0,1,95,0,80,0,0,0,0,0,59,0,0,0,86,0,0,0,0,0,176,0,0,272,0,11,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,157,0,0,65,1,0,0,1,0,7,0,48,0,0,0,1,0,0,22,0,0,2,97,0,111,0,0,0,0,0,43,0,0,0,79,0,0,0,0,0,152,0,0,276,0,11,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,173,0,0,57,1,0,0,0,0,7,0,42,0,0,0,1,0,0,15,0,0,2,93,0,110,0,0,0,0,0,50,0,0,0,105,0,0,0,0,0,131,0,0,336,0,8,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,164,0,0,38,1,0,0,3,0,7,0,53,0,0,0,1,0,0,15,0,0,1,95,0,69,0,0,0,0,0,20,0,0,0,52,0,0,0,0,0,134,0,0,314,0,11,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,170,0,0,44,1,0,0,0,0,7,0,42,0,0,0,1,0,0,17,0,0,1,81,0,111,0,0,0,0,0,22,0,0,0,89,0,0,0,0,0,168,0,0,315,0,11,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,131,0,0,45,1,0,0,3,0,7,0,48,0,0,0,1,0,0,12,0,0,1,59,0,62,0,0,0,0,0,49,0,0,0,60,0,0,0,0,0,158,0,0,326,0,8,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,171,0,0,51,1,0,0,1,0,7,0,49,0,0,0,1,0,0,16,0,0,0,58,0,93,0,0,0,0,0,25,0,0,0,65,0,0,0,0,0,135,0,0,312,0,11,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,132,0,0,64,1,0,0,1,0,7,0,39,0,0,0,1,0,0,14,0,0,2,59,0,82,0,0,0,0,0,38,0,0,0,85,0,0,0,0,0,154,0,0,268,0,11,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,134,0,0,49,1,0,0,2,0,7,0,46,0,0,0,1,0,0,20,0,0,2,57,0,65,0,0,0,0,0,45,0,0,0,82,0,0,0,0,0,177,0,0,335,0,11,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,137,0,0,61,1,0,0,2,0,7,0,48,0,0,0,1,0,0,17,0,0,2,68,0,68,0,0,0,0,0,24,0,0,0,92,0,0,0,0,0,137,0,0,293,0,8,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,100,0,0,45,1,0,0,0,0,7,0,44,0,0,0,1,0,0,22,0,0,0,73,0,95,0,0,0,0,0,28,0,0,0,76,0,0,0,0,0,122,0,0,267,0,9,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,153,0,0,60,1,0,0,2,0,7,0,55,0,0,0,1,0,0,22,0,0,1,80,0,84,0,0,0,0,0,37,0,0,0,113,0,0,0,0,0,150,0,0,268,0,11,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,152,0,0,54,1,0,0,2,0,7,0,50,0,0,0,1,0,0,15,0,0,0,55,0,91,0,0,0,0,0,28,0,0,0,56,0,0,0,0,0,178,0,0,294,0,11,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
0,0,0,0,130,0,0,37,1,0,0,2,0,7,0,45,0,0,0,1,0,0,9,0,0,0,56,0,90,0,0,0,0,0,24,0,0,0,58,0,0,0,0,0,133,0,0,292,0,8,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eris 
